item	itemLabel	itemDescription	cui
http://www.wikidata.org/entity/Q55787487	autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency	human disease	CN203955
http://www.wikidata.org/entity/Q55782527	ciliary dyskinesia, primary, 36, X-linked; CILD36	human disease	CN240511
http://www.wikidata.org/entity/Q55950238	islet cell adenomatosis	A sporadic or inherited disorder characterized by the focal or diffuse proliferation of the cells of the islets of Langerhans in the pancreas. It results in hyperinsulinemia and hypoglycemia.	C1578917
http://www.wikidata.org/entity/Q55950213	familial cylindromatosis	human disease	C1704217
http://www.wikidata.org/entity/Q55950233	hypoparathyroidism, familial isolated	human disease	C1832648
http://www.wikidata.org/entity/Q55950262	mesomelic dysplasia, Kantaputra type	Mesomelic dysplasia Kantaputra type (MDK) is a rare skeletal disease characterized by symmetric shortening of the middle segments of limbs and short stature	C1835009
http://www.wikidata.org/entity/Q55950236	immune deficiency, familial variable	human disease	C1840266
http://www.wikidata.org/entity/Q55950213	familial cylindromatosis	human disease	C1851526
http://www.wikidata.org/entity/Q55950188	canine teeth, absence of upper permanent	human disease	C1861899
http://www.wikidata.org/entity/Q55950252	Best’s vitelliform macular dystrophy	no description	C2675055
http://www.wikidata.org/entity/Q55950252	Best’s vitelliform macular dystrophy	no description	C2745945
http://www.wikidata.org/entity/Q55950210	autosomal dominant Kenny-Caffey syndrome	human disease	CN031291
http://www.wikidata.org/entity/Q56014508	pharynx neoplasm	neoplasm (disease) that involves the pharynx	C0031347
http://www.wikidata.org/entity/Q55999580	spondyloepiphyseal dysplasia tarda, X-linked	no description	C0220776
http://www.wikidata.org/entity/Q56014434	monosomy X	human disease	C0242526
http://www.wikidata.org/entity/Q56013901	familial visceral myopathy	no description	C0266833
http://www.wikidata.org/entity/Q56014428	Niemann-Pick disease type E	Niemann-Pick disease, type E is a poorly defined adult-onset and non-neuronopathic form of Niemann-Pick disease	C0268248
http://www.wikidata.org/entity/Q56013920	classic maple syrup urine disease	no description	C0268568
http://www.wikidata.org/entity/Q56013733	congenital pseudoarthrosis of the limbs	human disease	C0332881
http://www.wikidata.org/entity/Q55998738	secretory component deficiency	human disease	C0398709
http://www.wikidata.org/entity/Q56013661	hereditary angioedema type 1	Hereditary angioedema type 1 (HAE 1) is a form of hereditary angioedema (see this term) characterized by acute edema in subcutaneous tissues, viscera and/or the upper airway	C0398775
http://www.wikidata.org/entity/Q56014617	lymph node neoplasm	neoplasm involving a lymph node	C0596869
http://www.wikidata.org/entity/Q56000969	hypoglycemic episode	no description	C0745153
http://www.wikidata.org/entity/Q56013720	cleft lip and alveolus	Cleft lip and alveolus is a fissure type embryopathy that involves the upper lip, nasal base and alveolar ridge in variable degrees	C1298692
http://www.wikidata.org/entity/Q55998488	thanatophoric dysplasia type 2	form of thanatophoric dysplasia	C1300257
http://www.wikidata.org/entity/Q56014666	primary skin meningioma	human disease	C1335481
http://www.wikidata.org/entity/Q55999609	epiphyseal dysplasia, multiple, 3	human disease	C1832998
http://www.wikidata.org/entity/Q55999601	intrauterine growth retardation with increased mitomycin c sensitivity	human disease	C1833615
http://www.wikidata.org/entity/Q56013901	familial visceral myopathy	no description	C1835084
http://www.wikidata.org/entity/Q55999848	GBD3	human disease	C1835924
http://www.wikidata.org/entity/Q55999833	myopathy, autophagic vacuolar, infantile-onset	human disease	C1836100
http://www.wikidata.org/entity/Q55999829	AIS4	human disease	C1836258
http://www.wikidata.org/entity/Q55999827	LFS3	human disease	C1836481
http://www.wikidata.org/entity/Q55999822	familial pseudohyperkalemia	potassium levels in samples stored below 37B0C. FP is not associated with additional hematological abnormalities, although affected individuals may show some mild abnormalities like macrocytosis.	C1836705
http://www.wikidata.org/entity/Q55999797	microcephaly 5, primary, autosomal recessive	human disease	C1837501
http://www.wikidata.org/entity/Q55999600	malignant hyperthermia, susceptibility to, 4	human disease	C1838102
http://www.wikidata.org/entity/Q55999588	myoglobinuria, recurrent	no description	C1838877
http://www.wikidata.org/entity/Q55999572	nystagmus 1, congenital, X-linked	human disease	C1839580
http://www.wikidata.org/entity/Q56014455	familial parathyroid adenoma	instance of parathyroid gland adenoma that is caused by an inherited modification of the individual's genome	C1840403
http://www.wikidata.org/entity/Q55999775	microcephaly 6, primary, autosomal recessive	human disease	C1842109
http://www.wikidata.org/entity/Q55999773	AIS3	human disease	C1842112
http://www.wikidata.org/entity/Q55999772	AIS2	human disease	C1842113
http://www.wikidata.org/entity/Q55999753	autoimmune disease, susceptibility to, 1	human disease	C1842979
http://www.wikidata.org/entity/Q55999744	annular epidermolytic ichthyosis	no description	C1843463
http://www.wikidata.org/entity/Q55999505	X-linked agammaglobulinemia  type 2	human disease	C1845903
http://www.wikidata.org/entity/Q55999734	SLEH1	human disease	C1846533
http://www.wikidata.org/entity/Q55999725	pancreatic cancer, susceptibility to, 1	human disease	C1847351
http://www.wikidata.org/entity/Q55999486	VACTERL with hydrocephalus	human disease	C1848599
http://www.wikidata.org/entity/Q55999486	VACTERL with hydrocephalus	human disease	C1848600
http://www.wikidata.org/entity/Q55998715	Phosphoenolpyruvate carboxykinase deficiency, cytosolic	human disease	C1849814
http://www.wikidata.org/entity/Q55998682	myasthenia, congenital, refractory to acetylcholinesterase inhibitors	human disease	C1850806
http://www.wikidata.org/entity/Q56014208	transgrediens et progrediens palmoplantar keratoderma	human disease	C1851479
http://www.wikidata.org/entity/Q55999844	spondylocostal dysostosis 3, autosomal recessive	human disease	C1853296
http://www.wikidata.org/entity/Q55999715	NMTC3	human disease	C1853488
http://www.wikidata.org/entity/Q55999695	paragangliomas 3	human disease	C1854336
http://www.wikidata.org/entity/Q55998614	hemolytic anemia with thermal sensitivity of red cells	human disease	C1856158
http://www.wikidata.org/entity/Q55999840	obesity due to pro-opiomelanocortin deficiency	Pro-opiomelanocortin (POMC) deficiency is a form of monogenic obesity resulting in severe early-onset obesity, adrenal insufficiency, red hair and pale skin	C1857854
http://www.wikidata.org/entity/Q55998536	microcephalic osteodysplastic primordial dwarfism, type 3	human disease	C1859439
http://www.wikidata.org/entity/Q55999644	Pierre Robin sequence with pectus excavatum and rib and scapular anomalies	human disease	C1865783
http://www.wikidata.org/entity/Q55999634	preaxial Hallucal polydactyly	human disease	C1866339
http://www.wikidata.org/entity/Q55999628	neural tube defects, folate-sensitive	human disease	C1866558
http://www.wikidata.org/entity/Q55999628	neural tube defects, folate-sensitive	human disease	C1866559
http://www.wikidata.org/entity/Q56014244	familial idiopathic steroid-resistant nephrotic syndrome	Familial idiopathic steroid-resistant nephrotic syndrome is characterized by a nephrotic syndrome with often early onset	C1868672
http://www.wikidata.org/entity/Q55999889	microphthalmia, isolated, with coloboma 5	human disease	C1968843
http://www.wikidata.org/entity/Q55999948	chromosome 17P13.3, telomeric, duplication syndrome	human disease	C2675492
http://www.wikidata.org/entity/Q55999945	leukemia, chronic lymphocytic, susceptibility to, 4	human disease	C2675515
http://www.wikidata.org/entity/Q56014314	hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome is characterised by the association of demyelinating leukodystrophy with progressive cerebellar ataxia, hypogonadotropic hypogonadism and hypodontia	C2676243
http://www.wikidata.org/entity/Q55999921	Jervell and Lange-Nielsen syndrome 2	human disease	C2676723
http://www.wikidata.org/entity/Q55999907	systemic lupus erythematosus, susceptibility to, 10	human disease	C2677097
http://www.wikidata.org/entity/Q55999924	major affective disorder  8	human disease	C2700439
http://www.wikidata.org/entity/Q56013661	hereditary angioedema type 1	Hereditary angioedema type 1 (HAE 1) is a form of hereditary angioedema (see this term) characterized by acute edema in subcutaneous tissues, viscera and/or the upper airway	C2717906
http://www.wikidata.org/entity/Q55999486	VACTERL with hydrocephalus	human disease	C2749240
http://www.wikidata.org/entity/Q55998694	neuroblastoma, susceptibility to	human disease	C2749484
http://www.wikidata.org/entity/Q55998694	neuroblastoma, susceptibility to	human disease	C2749485
http://www.wikidata.org/entity/Q56002542	FECD5	human disease	C2750449
http://www.wikidata.org/entity/Q55999749	epilepsy, idiopathic generalized, susceptibility to, 9	human disease	C2750887
http://www.wikidata.org/entity/Q55999749	epilepsy, idiopathic generalized, susceptibility to, 9	human disease	C2750888
http://www.wikidata.org/entity/Q56002447	progressive external ophthalmoplegia with mitochondrial Dna deletions, autosomal dominant 5	human disease	C2751319
http://www.wikidata.org/entity/Q56002417	glioma susceptibility 3	human disease	C2751641
http://www.wikidata.org/entity/Q56002408	NBLST6	human disease	C2751678
http://www.wikidata.org/entity/Q56002382	atypical hemolytic-uremic syndrome with i factor anomaly	human disease	C2752039
http://www.wikidata.org/entity/Q55999601	intrauterine growth retardation with increased mitomycin c sensitivity	human disease	C2931307
http://www.wikidata.org/entity/Q55998509	Antley-Bixler syndrome with genital anomalies and Disordered steroidogenesis	human disease	C3150099
http://www.wikidata.org/entity/Q56002559	pancreatic cancer, susceptibility to, 3	human disease	C3150547
http://www.wikidata.org/entity/Q56002566	autism, susceptibility to, 16	human disease	C3150677
http://www.wikidata.org/entity/Q56002764	melanoma, cutaneous malignant, susceptibility to, 6	human disease	C3151417
http://www.wikidata.org/entity/Q55999572	nystagmus 1, congenital, X-linked	human disease	C3151880
http://www.wikidata.org/entity/Q55999586	mitochondrial non-syndromic sensorineural deafness	human disease	C3151897
http://www.wikidata.org/entity/Q55999609	epiphyseal dysplasia, multiple, 3	human disease	C3152083
http://www.wikidata.org/entity/Q56002803	aspergillosis, susceptibility to	human disease	C3279774
http://www.wikidata.org/entity/Q56002846	Geleophysic dysplasia 2	human disease	C3280054
http://www.wikidata.org/entity/Q56002902	pancreatic cancer, susceptibility to, 4	human disease	C3280442
http://www.wikidata.org/entity/Q56002956	ventricular septal defect 1	human disease	C3280777
http://www.wikidata.org/entity/Q55999865	corticosterone methyloxidase type 2 deficiency	human disease	C3463917
http://www.wikidata.org/entity/Q56002992	pseudohypoaldosteronism type 2D	human disease	C3469605
http://www.wikidata.org/entity/Q56014124	peripheral primitive neuroectodermal tumor	small round cell tumor with neural differentiation arising from the soft tissues or bone	C3489398
http://www.wikidata.org/entity/Q55999580	spondyloepiphyseal dysplasia tarda, X-linked	no description	C3541456
http://www.wikidata.org/entity/Q55998622	primary shunt hyperbilirubinemia	human disease	C3550398
http://www.wikidata.org/entity/Q55999537	Baratela-Scott syndrome	human disease	C3550876
http://www.wikidata.org/entity/Q55999538	linear skin defects with multiple congenital anomalies 2	human disease	C3550921
http://www.wikidata.org/entity/Q56003102	herpes simplex encephalitis, susceptibility to, 3	human disease	C3553868
http://www.wikidata.org/entity/Q56003296	myopathy due to myoadenylate deaminase deficiency	human disease	C3714933
http://www.wikidata.org/entity/Q56003316	otofaciocervical syndrome 2	human disease	C3714942
http://www.wikidata.org/entity/Q56003348	pachyonychia congenita 3	human disease	C3714948
http://www.wikidata.org/entity/Q56003227	symphalangism, proximal, 1B	human disease	C3809104
http://www.wikidata.org/entity/Q56003259	vesicoureteral reflux 7	human disease	C3809337
http://www.wikidata.org/entity/Q56003263	Meckel syndrome, type 11	human disease	C3809352
http://www.wikidata.org/entity/Q55998601	German syndrome	no description	C3887495
http://www.wikidata.org/entity/Q55998565	coloboma, ocular, autosomal recessive	human disease	C4011974
http://www.wikidata.org/entity/Q56003379	pancreatic agenesis 2	human disease	C4014737
http://www.wikidata.org/entity/Q56003380	hyperlipoproteinemia, type 1D	human disease	C4014767
http://www.wikidata.org/entity/Q56013514	mirror movements 3	human disease	C4015124
http://www.wikidata.org/entity/Q56013629	spinal muscular atrophy with congenital bone fractures 1	human disease	C4225177
http://www.wikidata.org/entity/Q56013624	skin creases, congenital symmetric circumferential, 2; CSCSC2	human disease	C4225225
http://www.wikidata.org/entity/Q56013600	growth restriction, severe, with distinctive facies	human disease	C4225307
http://www.wikidata.org/entity/Q56013596	Bethlem myopathy 2	human disease	C4225313
http://www.wikidata.org/entity/Q56013645	Uncombable hair syndrome 2; UHS2	human disease	C4310649
http://www.wikidata.org/entity/Q56013644	Ehlers-Danlos syndrome, periodontal type 2 Edspd2	human disease	C4310681
http://www.wikidata.org/entity/Q56013642	short-rib thoracic dysplasia 15 with polydactyly; SRTD15	human disease	C4310724
http://www.wikidata.org/entity/Q56014626	Zimmermann-Laband syndrome 1	human disease	CN032818
http://www.wikidata.org/entity/Q55998606	glycogen storage disease due to glucose-6-phosphatase deficiency type Ia	Glycogenosis due to glucose-6-phosphatase deficiency (G6P) type a, or glycogen storage disease (GSD) type 1a, is a type of glycogenosis due to G6P deficiency (see this term)	CN069618
http://www.wikidata.org/entity/Q56298700	micromelia	short limbs	C0025995
http://www.wikidata.org/entity/Q56313174	wound care	no description	C0886052
http://www.wikidata.org/entity/Q56325040	vancomycin induced red man syndrome	no description	C1274942
http://www.wikidata.org/entity/Q56313441	thalamic infarction	no description	C1611171
http://www.wikidata.org/entity/Q56342824	intractable childhood epilepsy with generalized tonic-clonic seizures	no description	C3501832
http://www.wikidata.org/entity/Q56317043	Progressive macular hypomelanosis	medical condition	CL936454
http://www.wikidata.org/entity/Q56547398	cutaneous pustular vasculitis	Human disease	C1304415
http://www.wikidata.org/entity/Q56742460	chromosome 10 anomaly	no description	C0265432
http://www.wikidata.org/entity/Q58424788	artificial larynx	device which simulates laryngeal activity	C0023081
http://www.wikidata.org/entity/Q58490835	chronic neuropathic pain	pain caused by damage to the somatosensory nervous system damage	CL547464
http://www.wikidata.org/entity/Q60575020	Antenatal steroid	no description	C3831529
http://www.wikidata.org/entity/Q60750433	tumor invasion	direct extension and penetration by cancer cells into neighboring tissues	C1269955
http://www.wikidata.org/entity/Q60791194	Knops blood group system	no description	C1292327
http://www.wikidata.org/entity/Q61052265	corrected measurement of calcium	no description	C2732404
http://www.wikidata.org/entity/Q61913473	microcephaly, seizures, and developmental delay	early infantile epileptic encephalopathy characterized by microcephaly, infantile onset of seizures and developmental delay that has material basis in homozygous or compound heterozygous mutation in the PNKP gene on chromosome 19q13	C3150667
http://www.wikidata.org/entity/Q62894827	Bilophila wadsworthia	species of bacterium	C1005848
http://www.wikidata.org/entity/Q63878006	Primary antiphospholipid syndrome	no description	C0409980
http://www.wikidata.org/entity/Q63799782	structural disorder of heart	no description	C1290384
http://www.wikidata.org/entity/Q65091065	Vertebral hemangioma	medical condition	C3495935
http://www.wikidata.org/entity/Q65089341	Coital incontinence	type of urinary incontinence that occurs during sexual activities	C4268885
http://www.wikidata.org/entity/Q65213680	vascular sling	no description	C1856123
http://www.wikidata.org/entity/Q65165637	erosive gastritis	no description	C2243088
http://www.wikidata.org/entity/Q65121932	Gestational weight gain	no description	CL568700
http://www.wikidata.org/entity/Q65534164	disease susceptibility	bodily condition which tends to make the individual more than usually susceptible to certain diseases	C0012655
http://www.wikidata.org/entity/Q66084699	Sweeney-Cox syndrome	human disease	CL786786
http://www.wikidata.org/entity/Q66510973	female urethra	no description	C0458485
http://www.wikidata.org/entity/Q66513016	exocrine pancreas	organ	C0553695
http://www.wikidata.org/entity/Q67693859	Segmental arterial mediolysis	rare disorder of the arteries	CL534648
http://www.wikidata.org/entity/Q69642903	Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder	rare genetic disorder	CL761115
http://www.wikidata.org/entity/Q71987564	abdominal neoplasm	no description	C0000735
http://www.wikidata.org/entity/Q73403964	diagnostic equipment	medical device for diagnosis	C0524922
http://www.wikidata.org/entity/Q73403964	diagnostic equipment	medical device for diagnosis	C0587132
http://www.wikidata.org/entity/Q74819862	silver proteins	compounds of silver and proteins used as topical anti-infective agents	C0382507
http://www.wikidata.org/entity/Q78932157	choledochoduodenostomy	surgical procedure	C0008342
http://www.wikidata.org/entity/Q84955189	cheese washer's lung	no description	C0007969
http://www.wikidata.org/entity/Q84955701	Anaplastic oligodendroglioma	Human disease	C0334590
http://www.wikidata.org/entity/Q84955506	pointer syndrome	no description	C0796118
http://www.wikidata.org/entity/Q85739646	acral myxoinflammatory fibroblastic sarcoma	no description	C1709103
http://www.wikidata.org/entity/Q85754469	Craniocervical instability	Medical condition affecting the cervical spine	C3552845
http://www.wikidata.org/entity/Q85787138	muscle tension dysphonia	medical condition	CL556488
http://www.wikidata.org/entity/Q85989750	left atrial myxoma	no description	C0518959
http://www.wikidata.org/entity/Q90975575	torsion of the appendix testis	disease	C0392531
http://www.wikidata.org/entity/Q95683127	blood prolactin	no description	C0853129
http://www.wikidata.org/entity/Q96185025	Colonic ulcer	no description	C0267491
http://www.wikidata.org/entity/Q96145088	granulocyte count	no description	C0857490
http://www.wikidata.org/entity/Q96391355	macular scarring	no description	C0423428
http://www.wikidata.org/entity/Q96391661	Malignant chondroid syringoma	type of skin cancer	C1321781
http://www.wikidata.org/entity/Q98093892	neostigmine methylsulfate	chemical compound	C0027680
http://www.wikidata.org/entity/Q100751718	skin and integumentary tissue symptom	symptom type	C1334192
http://www.wikidata.org/entity/Q101013612	integumentary system neoplasm	no description	C1302872
http://www.wikidata.org/entity/Q102186880	circling movement	symptom	C0231706
http://www.wikidata.org/entity/Q102186674	nose symptom	symptom	C0231918
http://www.wikidata.org/entity/Q102186869	decreased appetite	symptom	C0232462
http://www.wikidata.org/entity/Q102187214	objective vertigo	symptom	C0234750
http://www.wikidata.org/entity/Q102187461	frontal headache	symptom	C0239886
http://www.wikidata.org/entity/Q102186626	mouth papules	symptom	C0240373
http://www.wikidata.org/entity/Q102186619	vision distortion	symptom	C0241681
http://www.wikidata.org/entity/Q2992977	active hyperemia	symptom	C0333233
http://www.wikidata.org/entity/Q102186789	painful respiration	symptom	C0423729
http://www.wikidata.org/entity/Q102187289	leg swelling	symptom	C0424811
http://www.wikidata.org/entity/Q102187391	slowing of urinary stream	symptom	C0455880
http://www.wikidata.org/entity/Q102187390	head and neck symptom	symptom	C0476247
http://www.wikidata.org/entity/Q102186864	feces and droppings symptom	symptom	C0497179
http://www.wikidata.org/entity/Q102187289	leg swelling	symptom	C0581394
http://www.wikidata.org/entity/Q102186534	limb weakness	symptom	C0587246
http://www.wikidata.org/entity/Q102187086	lack of normal physiological development	symptom	C0878706
http://www.wikidata.org/entity/Q102187399	lack of expected normal physiological development in childhood	symptom	C0878753
http://www.wikidata.org/entity/Q102187085	hemodynamic instability	symptom	C0948268
http://www.wikidata.org/entity/Q102187494	mouth sore	symptom	C1579838
http://www.wikidata.org/entity/Q17115849	head pressing	veterinary condition	C1960601
http://www.wikidata.org/entity/Q102187490	lip paralysis	symptom	CL786717
http://www.wikidata.org/entity/Q102296671	female reproductive endometrioid cancer	human disease	C0474810
http://www.wikidata.org/entity/Q102294516	myeloid leukemia associated with Down Syndrome	human disease	C2825149
http://www.wikidata.org/entity/Q102293282	thrombophilia due to thrombomodulin defect	human disease	C3280976
http://www.wikidata.org/entity/Q102293458	spermatogenic failure	human disease	C3553794
http://www.wikidata.org/entity/Q102296025	celery allergy	human disease	C4076685
http://www.wikidata.org/entity/Q102296777	immunodeficiency 15A	human disease	C4748694
http://www.wikidata.org/entity/Q55789126	hemolytic anemia due to hexose monophosphate shunt and glutathione metabolism anomalies	human disease	C0472743
http://www.wikidata.org/entity/Q55789128	hemolytic anemia due to an erythrocyte nucleotide metabolism disorder	human disease	C0475533
http://www.wikidata.org/entity/Q109968037	autosomal recessive macrocephaly/megalencephaly syndrome	disease	C3806412
http://www.wikidata.org/entity/Q55789509	acquired factor XIII deficiency	acquired coagulation disorder due to reduced levels and activity of factor XIII	C0272338
http://www.wikidata.org/entity/Q109984366	addict	person suffering from addiction on drugs or certain activities	C0858354
http://www.wikidata.org/entity/Q110008009	urine oxalate level	no description	C0428153
http://www.wikidata.org/entity/Q96179541	autopsy report	document	C1548372
http://www.wikidata.org/entity/Q10380941	Universal neonatal hearing screening	Policy of routinely testing the hearing of babies soon after birth	C2599434
http://www.wikidata.org/entity/Q1370	Virginia	state of the United States of America	C0042753
http://www.wikidata.org/entity/Q25091271	Birth injury	no description	C0005604
http://www.wikidata.org/entity/Q27677752	retinitis pigmentosa 59	A retinitis pigmentosa that has material basis in mutation in the DHDDS gene on chromosome 1p36.11.	CL924888
http://www.wikidata.org/entity/Q2268113	selenium exposure	hazardous chemical exposure	CL495082
http://www.wikidata.org/entity/Q30749960	poaceae poisoning	no description	C1264530
http://www.wikidata.org/entity/Q16186972	plant poisoning	poisoning caused by plants	C0554775
http://www.wikidata.org/entity/Q1741970	Kindling model	Model for the development of seizures	C1720776
http://www.wikidata.org/entity/Q6704731	Lupin poisoning	no description	C0275350
http://www.wikidata.org/entity/Q107683346	parental substance abuse	substance abuse by a parent	CL1632581
http://www.wikidata.org/entity/Q106080621	hemlock poisoning	medical condition occurring when a human or animal comes into contact or ingests Conium maculatum	C0275228
http://www.wikidata.org/entity/Q18928327	bronchial tuberculosis	human disease	C0152573
http://www.wikidata.org/entity/Q106570221	severe respiratory illness	"a respiratory disease considered ""severe"" in terms of its effecs"	C3873497
http://www.wikidata.org/entity/Q5051575	catastrophic illness	severe illness requiring prolonged hospitalization or recovery	CL962371
http://www.wikidata.org/entity/Q106939204	Diabetic foot infection	medical condition	C0744130
http://www.wikidata.org/entity/Q1346272	maxillary retrognathism	no description	C0266078
http://www.wikidata.org/entity/Q1889021	mandibular retrognathism	no description	C0266077
http://www.wikidata.org/entity/Q25383952	exogenous disease	no description	C1516998
http://www.wikidata.org/entity/Q56014004	familial infantile gigantism	human disease	CL942250
http://www.wikidata.org/entity/Q110090313	pH of Urine	no description	C0042044
http://www.wikidata.org/entity/Q750551	Presidente Hayes	department of Paraguay	CL444341
http://www.wikidata.org/entity/Q682642	Alto Paraguay	department of Paraguay	CL444342
http://www.wikidata.org/entity/Q110222715	Sense of impending doom	medical symptom : feeling that something bad is about to occur	C2958630
http://www.wikidata.org/entity/Q109316098	respiratory virus	no description	C0597404
http://www.wikidata.org/entity/Q1227139	diphallia	genital medical condition	C0345322
http://www.wikidata.org/entity/Q109045664	narrow pulse pressure	no description	C0240840
http://www.wikidata.org/entity/Q21109840	chest tightness	symptom	C0232292
http://www.wikidata.org/entity/Q109020203	Ventriculo-peritoneal shunt	no description	C0162702
http://www.wikidata.org/entity/Q821852	cerebral shunt	Surgical implant	C0007812
http://www.wikidata.org/entity/Q372353	research funding	mechanisms of allocating financial resources to  research	C0035176
http://www.wikidata.org/entity/Q97293183	Erythrosis	symptom	C1112192
http://www.wikidata.org/entity/Q7233602	Post-void dribbling	symptom	C0375552
http://www.wikidata.org/entity/Q5560285	Giggle incontinence	biological term	C0403664
http://www.wikidata.org/entity/Q102187456	male stress incontinence	symptom	C0302505
http://www.wikidata.org/entity/Q102187456	male stress incontinence	symptom	C2919577
http://www.wikidata.org/entity/Q7303131	rectal discharge	intermittent or continuous expression of liquid from the anus	C0221780
http://www.wikidata.org/entity/Q3605990	gas in stomach	no description	C0541976
http://www.wikidata.org/entity/Q18975429	chronic factitious illness with physical symptoms	human disease	C0008682
http://www.wikidata.org/entity/Q110677764	Familial hyperaldosteronism type 2	no description	C1854107
http://www.wikidata.org/entity/Q3801533	bronchial hyperresponsiveness	Related to the physiology/pathology of Asthma	C0085129
http://www.wikidata.org/entity/Q65179296	mother-child relations	interaction between a mother and child	C0026590
http://www.wikidata.org/entity/Q7916864	Vaso-occlusive crisis	Human disease	C0238425
http://www.wikidata.org/entity/Q7316733	reticulocytopenia	aplastic crisis	C0858867
http://www.wikidata.org/entity/Q105045697	surfactant metabolism dysfunction, pulmonary, 3	no description	C3274520
http://www.wikidata.org/entity/Q7646050	Surfactant metabolism dysfunction	medical condition	C3274518
http://www.wikidata.org/entity/Q2377798	Roger's disease	small congenital asymptomatic ventricular septal defect	C4228590
http://www.wikidata.org/entity/Q109314570	pansinusitis	no description	C0558362
http://www.wikidata.org/entity/Q16034135	cervical dystocia	failure of the cervix to dilate during labor	C0013419
http://www.wikidata.org/entity/Q3312238	micronodule	no description	CL381133
http://www.wikidata.org/entity/Q2052737	drug-induced secondary parkinsonism	no description	C0270729
http://www.wikidata.org/entity/Q156257	Allegany County	county in Maryland, United States	C3812639
http://www.wikidata.org/entity/Q110916538	transient neonatal hyperparathyroidism	Human disease	C1300287
http://www.wikidata.org/entity/Q23635	Bermuda	British overseas territory in the North Atlantic Ocean	C0005126
http://www.wikidata.org/entity/Q108000827	Fetal cranio-cephalic compression	no description	C0477901
http://www.wikidata.org/entity/Q18554000	Brucella suis brucellosis	Human disease	C0275594
http://www.wikidata.org/entity/Q779	Connecticut	state of the United States of America	C0009778
http://www.wikidata.org/entity/Q17155680	herpes gladiatorum	medical condition	C0349719
http://www.wikidata.org/entity/Q54911470	viral skin disease	skin disease caused by viruses	C0162628
http://www.wikidata.org/entity/Q2633267	atypical pneumonia	type of pneumonia not caused by one of the pathogens most commonly associated with the disease	C0857946
http://www.wikidata.org/entity/Q12021165	hypostatic pneumonia	Human disease	C0264522
http://www.wikidata.org/entity/Q1641556	hypoesthesia	medical condition with a partial loss of sensitivity	C3809741
http://www.wikidata.org/entity/Q615002	sensory anesthesia	complete loss of sensitivity	C0278134
http://www.wikidata.org/entity/Q1243091	congenital strabismus	no description	C0521579
http://www.wikidata.org/entity/Q1515098	Post traumatic osteoarthritis	medical condition	C2894027
http://www.wikidata.org/entity/Q25422231	visual halo	vision disorder	C0271188
http://www.wikidata.org/entity/Q7559033	solvent exposure	no description	C0480885
http://www.wikidata.org/entity/Q3306095	mentism	unstoppable flow of thought	C0554977
http://www.wikidata.org/entity/Q3508741	hidden hearing loss	difficulty hearing in crowds	C0456761
http://www.wikidata.org/entity/Q3508639	Goldberg-Shprintzen syndrome	A syndrome characterized by intellectual disability, specific facial gestalt and Hirschsprung's disease (HSCR). It has material basis in homozygous mutation in the KIAA1279 gene on chromosome 10q21.1.	C1836123
http://www.wikidata.org/entity/Q1511436	auditory agnosia	agnosia that is a loss of the ability to distinguishing environmental and non-verbal auditory cues including difficulty distinguishing speech from non-speech sounds even though hearing is usually normal	C0234501
http://www.wikidata.org/entity/Q6942549	musical hallucination	no description	C0424070
http://www.wikidata.org/entity/Q2637106	scintillating scotoma	visual aura	C0235068
http://www.wikidata.org/entity/Q5986402	Ichthyoallyeinotoxism	hallucination caused by eating certain species of fish	C1562426
http://www.wikidata.org/entity/Q108598184	visual hallucination	type of hallucination	C0233763
http://www.wikidata.org/entity/Q110972325	wasp sting	no description	C0413119
http://www.wikidata.org/entity/Q110972847	leech bite	no description	C0417756
http://www.wikidata.org/entity/Q110979258	Lymphedema tarda	no description	C0472691
http://www.wikidata.org/entity/Q18967880	Pseudomonal pneumonia	Human disease	C0155860
http://www.wikidata.org/entity/Q110979474	Pneumonia caused by Pseudomonas aeruginosa infection	no description	C0920182
http://www.wikidata.org/entity/Q17461968	gummy smile	show of the anterior gingiva above the teeth when smiling	C3696916
http://www.wikidata.org/entity/Q208450	panic	sudden sensation of fear, which is so strong as to dominate or prevent reason and logical thinking	C0030318
http://www.wikidata.org/entity/Q3410134	infantile psychosis	no description	C2603372
http://www.wikidata.org/entity/Q1343559	ochlophobia	morbid fear of crowds or overcrowding	C0701849
http://www.wikidata.org/entity/Q3561983	thermophobia	intolerance for high temperatures	C3854425
http://www.wikidata.org/entity/Q58145981	apragmatism	state of inactivity caused by schizophrenia or severe depression	C4049568
http://www.wikidata.org/entity/Q4386741	olfactory reference syndrome	False belief that you emit unpleasant body odours	CL1643562
http://www.wikidata.org/entity/Q4386741	olfactory reference syndrome	False belief that you emit unpleasant body odours	CL1657629
http://www.wikidata.org/entity/Q186604	urea breath test	The urea breath test is a rapid diagnostic procedure used to identify infections	C1611185
http://www.wikidata.org/entity/Q3042094	dyschronometria	difficulty in estimating time passing	C3665852
http://www.wikidata.org/entity/Q1757549	Onychotillomania	medical condition	C0233623
http://www.wikidata.org/entity/Q47315986	self-poisoning	intake of toxic substances	C0480337
