CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|ICD10CM_SPA|ICD10PCS_SPA|SNOMEDCT2ICD10|SNOMEDCT2ICD10_ENG|SNOMEDCT2ICD10_SPA|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|TUI|SEMTYPE|SEMGROUP|DEF
C0000103|POR|S|L11836964|PF|S14707889|Y|A27511702||M0023170|D015058|MSHPOR|ET|D015058|Naftilisotiocianato alfa|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|POR|S|L11836964|PF|S14707889|Y|A27511702||M0023170|D015058|MSHPOR|ET|D015058|Naftilisotiocianato alfa|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|POR|S|L11836965|PF|S14707890|Y|A27717222||M0023170|D015058|MSHPOR|ET|D015058|Naftilisotiocianato-alfa|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|POR|S|L11836965|PF|S14707890|Y|A27717222||M0023170|D015058|MSHPOR|ET|D015058|Naftilisotiocianato-alfa|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|POR|S|L11836965|PF|S14707890|Y|A27717222||M0023170|D015058|MSHPOR|ET|D015058|Naftilisotiocianato-alfa|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|POR|S|L11837584|PF|S14709106|Y|A27699614||M0023170|D015058|MSHPOR|ET|D015058|alfa Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|POR|S|L11837584|PF|S14709106|Y|A27699614||M0023170|D015058|MSHPOR|ET|D015058|alfa Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|POR|S|L11837584|PF|S14709106|Y|A27699614||M0023170|D015058|MSHPOR|ET|D015058|alfa Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|POR|S|L14419657|PF|S17533008|Y|A28780894||M0023170|D015058|MSHPOR|ET|D015058|alfanaftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|POR|S|L14419657|PF|S17533008|Y|A28780894||M0023170|D015058|MSHPOR|ET|D015058|alfanaftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|POR|S|L14419657|PF|S17533008|Y|A28780894||M0023170|D015058|MSHPOR|ET|D015058|alfanaftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|POR|S|L14427970|PF|S17532974|Y|A28776288||M0023170|D015058|MSHPOR|ET|D015058|alfa Naftil Isotiocianato|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|POR|S|L14427970|PF|S17532974|Y|A28776288||M0023170|D015058|MSHPOR|ET|D015058|alfa Naftil Isotiocianato|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|POR|S|L14427970|PF|S17532974|Y|A28776288||M0023170|D015058|MSHPOR|ET|D015058|alfa Naftil Isotiocianato|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|POR|S|L3333703|PF|S3820180|Y|A27592438||M0023170|D015058|MSHPOR|ET|D015058|alfa-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|POR|S|L3333703|PF|S3820180|Y|A27592438||M0023170|D015058|MSHPOR|ET|D015058|alfa-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|POR|S|L3333703|PF|S3820180|Y|A27592438||M0023170|D015058|MSHPOR|ET|D015058|alfa-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|RUS|P|L3334706|PF|S3862231|Y|A8009382||M0023170|D015058|MSHRUS|MH|D015058|1-НАФТИЛИЗОТИОЦИАНАТ|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|RUS|P|L3334706|PF|S3862231|Y|A8009382||M0023170|D015058|MSHRUS|MH|D015058|1-НАФТИЛИЗОТИОЦИАНАТ|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|RUS|P|L3334706|PF|S3862231|Y|A8009382||M0023170|D015058|MSHRUS|MH|D015058|1-НАФТИЛИЗОТИОЦИАНАТ|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|RUS|S|L0889256|PF|S1093073|Y|A13504745||M0023170|D015058|MSHRUS|SY|D015058|1-NAFTILIZOTIOTSIANAT|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|RUS|S|L0889256|PF|S1093073|Y|A13504745||M0023170|D015058|MSHRUS|SY|D015058|1-NAFTILIZOTIOTSIANAT|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|RUS|S|L0889256|PF|S1093073|Y|A13504745||M0023170|D015058|MSHRUS|SY|D015058|1-NAFTILIZOTIOTSIANAT|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|RUS|S|L1508058|PF|S1803967|Y|A13504746||M0023170|D015058|MSHRUS|SY|D015058|AL'FA-NAFTILIZOTIOTSIANAT|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|RUS|S|L1508058|PF|S1803967|Y|A13504746||M0023170|D015058|MSHRUS|SY|D015058|AL'FA-NAFTILIZOTIOTSIANAT|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|RUS|S|L1508058|PF|S1803967|Y|A13504746||M0023170|D015058|MSHRUS|SY|D015058|AL'FA-NAFTILIZOTIOTSIANAT|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|RUS|S|L3337842|PF|S3865329|Y|A8012475||M0023170|D015058|MSHRUS|SY|D015058|АЛЬФА-НАФТИЛИЗОТИОЦИАНАТ|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|RUS|S|L3337842|PF|S3865329|Y|A8012475||M0023170|D015058|MSHRUS|SY|D015058|АЛЬФА-НАФТИЛИЗОТИОЦИАНАТ|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|RUS|S|L3337842|PF|S3865329|Y|A8012475||M0023170|D015058|MSHRUS|SY|D015058|АЛЬФА-НАФТИЛИЗОТИОЦИАНАТ|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|SPA|P|L3378923|PF|S3906448|Y|A9176268||M0023170|D015058|MSHSPA|MH|D015058|1-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|SPA|P|L3378923|PF|S3906448|Y|A9176268||M0023170|D015058|MSHSPA|MH|D015058|1-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|SPA|P|L3378923|PF|S3906448|Y|A9176268||M0023170|D015058|MSHSPA|MH|D015058|1-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|SPA|S|L8112676|PF|S10168299|Y|A27620619||M0023170|D015058|MSHSPA|ET|D015058|alfa-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|SPA|S|L8112676|PF|S10168299|Y|A27620619||M0023170|D015058|MSHSPA|ET|D015058|alfa-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|SPA|S|L8112676|PF|S10168299|Y|A27620619||M0023170|D015058|MSHSPA|ET|D015058|alfa-Naftilisotiocianato|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000103|SWE|P|L3419057|PF|S3946566|Y|A11754889||M0023170|D015058|MSHSWE|MH|D015058|1-naftylisotiocyanat|3|N|||||||Q4545797|D015058|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000103|SWE|P|L3419057|PF|S3946566|Y|A11754889||M0023170|D015058|MSHSWE|MH|D015058|1-naftylisotiocyanat|3|N|||||||Q4545797|D015058|||||||||T130|Indicator, Reagent, or Diagnostic Aid|CHEM|Chemicals & Drugs
C0000103|SWE|P|L3419057|PF|S3946566|Y|A11754889||M0023170|D015058|MSHSWE|MH|D015058|1-naftylisotiocyanat|3|N|||||||Q4545797|D015058|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000107|CZE|P|L6762476|PF|S7862077|Y|A13063529||M0023171|D015059|MSHCZE|MH|D015059|1-sarkosin-8-isoleucin angiotensin II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|CZE|P|L6762476|PF|S7862077|Y|A13063529||M0023171|D015059|MSHCZE|MH|D015059|1-sarkosin-8-isoleucin angiotensin II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|P|L0000107|PF|S0007657|Y|A0016602||M0023171|D015059|MSH|MH|D015059|1-Sarcosine-8-Isoleucine Angiotensin II|0|N|256||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|P|L0000107|PF|S0007657|Y|A0016602||M0023171|D015059|MSH|MH|D015059|1-Sarcosine-8-Isoleucine Angiotensin II|0|N|256||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|P|L0000107|VO|S0007543|Y|A0016496||M0023171|D015059|MSH|PM|D015059|1 Sarcosine 8 Isoleucine Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|P|L0000107|VO|S0007543|Y|A0016496||M0023171|D015059|MSH|PM|D015059|1 Sarcosine 8 Isoleucine Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|P|L0000107|VW|S0014023|Y|A0024032||M0023171|D015059|MSH|PM|D015059|Angiotensin II, 1-Sarcosine-8-Isoleucine|0|N|256||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|P|L0000107|VW|S0014023|Y|A0024032||M0023171|D015059|MSH|PM|D015059|Angiotensin II, 1-Sarcosine-8-Isoleucine|0|N|256||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0085437|PF|S0007655|Y|A26647666||M0023171|D015059|MSH|ET|D015059|1-Sar-8-Ile Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0085437|PF|S0007655|Y|A26647666||M0023171|D015059|MSH|ET|D015059|1-Sar-8-Ile Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0085437|VO|S0007541|Y|A0016494||M0023171|D015059|MSH|PM|D015059|1 Sar 8 Ile Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0085437|VO|S0007541|Y|A0016494||M0023171|D015059|MSH|PM|D015059|1 Sar 8 Ile Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0085437|VW|S0014021|Y|A0024030||M0023171|D015059|MSH|PM|D015059|Angiotensin II, 1-Sar-8-Ile|0|N|256||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0085437|VW|S0014021|Y|A0024030||M0023171|D015059|MSH|PM|D015059|Angiotensin II, 1-Sar-8-Ile|0|N|256||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0357013|PF|S0782964|Y|A26647667||M0023171|D015059|MSH|ET|D015059|1-(N-Methylglycine)-8-L-Isoleucine-Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0357013|PF|S0782964|Y|A26647667||M0023171|D015059|MSH|ET|D015059|1-(N-Methylglycine)-8-L-Isoleucine-Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0357013|VCW|S0470285|Y|A0534579||M0023171|D015059|MSH|N1|D015059|Angiotensin II, 1-(N-methylglycine)-8-L-isoleucine-|0|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0357013|VCW|S0470285|Y|A0534579||M0023171|D015059|MSH|N1|D015059|Angiotensin II, 1-(N-methylglycine)-8-L-isoleucine-|0|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0884378|PF|S1022315|Y|A26626092||M0023171|D015059|MSH|ET|D015059|Sarile|0|N|256||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ENG|S|L0884378|PF|S1022315|Y|A26626092||M0023171|D015059|MSH|ET|D015059|Sarile|0|N|256||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|FIN|P|L5673164|PF|S6506201|Y|A13427470||M0023171|D015059|MSHFIN|MH|D015059|1-sarkosiini-8-isoleusiiniangiotensiini II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|FIN|P|L5673164|PF|S6506201|Y|A13427470||M0023171|D015059|MSHFIN|MH|D015059|1-sarkosiini-8-isoleusiiniangiotensiini II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|FRE|P|L9107636|PF|S11361483|Y|A17404660||M0023171|D015059|MSHFRE|MH|D015059|1-Sarcosyl-8-isoleucyl-angiotensine-II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|FRE|P|L9107636|PF|S11361483|Y|A17404660||M0023171|D015059|MSHFRE|MH|D015059|1-Sarcosyl-8-isoleucyl-angiotensine-II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|FRE|S|L9113218|PF|S11361479|Y|A27542485||M0023171|D015059|MSHFRE|ET|D015059|1-Sar-8-Ile angiotensine-II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|FRE|S|L9113218|PF|S11361479|Y|A27542485||M0023171|D015059|MSHFRE|ET|D015059|1-Sar-8-Ile angiotensine-II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|FRE|S|L9114693|PF|S11361482|Y|A27667835||M0023171|D015059|MSHFRE|ET|D015059|1-Sarcosyl-8-isoleucyl-angiotensine-2|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|FRE|S|L9114693|PF|S11361482|Y|A27667835||M0023171|D015059|MSHFRE|ET|D015059|1-Sarcosyl-8-isoleucyl-angiotensine-2|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|GER|P|L1226199|PF|S1468145|Y|A7480699||M0023171|D015059|MSHGER|MH|D015059|1-Sarcosin-8-Isoleucin-Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|GER|P|L1226199|PF|S1468145|Y|A7480699||M0023171|D015059|MSHGER|MH|D015059|1-Sarcosin-8-Isoleucin-Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|GER|S|L1226197|PF|S1468143|Y|A27481848||M0023171|D015059|MSHGER|ET|D015059|1-Sar-8-Ile-Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|GER|S|L1226197|PF|S1468143|Y|A27481848||M0023171|D015059|MSHGER|ET|D015059|1-Sar-8-Ile-Angiotensin II|0|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|ITA|P|L2136478|PF|S2474700|Y|A7548005||M0023171|D015059|MSHITA|MH|D015059|1-sarcosina-8-isoleucina angiotensina II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|ITA|P|L2136478|PF|S2474700|Y|A7548005||M0023171|D015059|MSHITA|MH|D015059|1-sarcosina-8-isoleucina angiotensina II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|JPN|P|L5435735|PF|S6220791|Y|A15687804||M0023171|D015059|MSHJPN|PT|D015059|1-サルコシン-8-イソロイシンアンギオテンシンII|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|JPN|P|L5435735|PF|S6220791|Y|A15687804||M0023171|D015059|MSHJPN|PT|D015059|1-サルコシン-8-イソロイシンアンギオテンシンII|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|JPN|S|L5435729|PF|S6220785|Y|A7922820||M0023171|D015059|MSHJPN|SY|D015059|1-Sar-8-Ileアンギオテンシン2|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|JPN|S|L5435729|PF|S6220785|Y|A7922820||M0023171|D015059|MSHJPN|SY|D015059|1-Sar-8-Ileアンギオテンシン2|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|JPN|S|L5435734|PF|S6220790|Y|A7922825||M0023171|D015059|MSHJPN|SY|D015059|1-サルコシン-8-イソロイシンアンギオテンシン2|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|JPN|S|L5435734|PF|S6220790|Y|A7922825||M0023171|D015059|MSHJPN|SY|D015059|1-サルコシン-8-イソロイシンアンギオテンシン2|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|POL|P|L9670626|PF|S12134152|Y|A18989032||M0023171|D015059|MSHPOL|MH|D015059|1-sarkozyno-8-izoleucyno angiotensyna II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|POL|P|L9670626|PF|S12134152|Y|A18989032||M0023171|D015059|MSHPOL|MH|D015059|1-sarkozyno-8-izoleucyno angiotensyna II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|POR|P|L3290588|PF|S3818113|Y|A9095972||M0023171|D015059|MSHPOR|MH|D015059|1-Sarcosina-8-Isoleucina Angiotensina II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|POR|P|L3290588|PF|S3818113|Y|A9095972||M0023171|D015059|MSHPOR|MH|D015059|1-Sarcosina-8-Isoleucina Angiotensina II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|POR|S|L3290586|PF|S3818111|Y|A27574388||M0023171|D015059|MSHPOR|ET|D015059|1-Sar-8-Ile-Angiotensina II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|POR|S|L3290586|PF|S3818111|Y|A27574388||M0023171|D015059|MSHPOR|ET|D015059|1-Sar-8-Ile-Angiotensina II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|RUS|P|L3334713|PF|S3862238|Y|A8009389||M0023171|D015059|MSHRUS|MH|D015059|1-САРКОЗИН-8-ИЗОЛЕЙЦИН-АНГИОТЕНЗИН II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|RUS|P|L3334713|PF|S3862238|Y|A8009389||M0023171|D015059|MSHRUS|MH|D015059|1-САРКОЗИН-8-ИЗОЛЕЙЦИН-АНГИОТЕНЗИН II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|RUS|S|L0889259|PF|S1093076|Y|A13504747||M0023171|D015059|MSHRUS|SY|D015059|1-SARKOZIN-8-IZOLEITSIN-ANGIOTENZIN II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|RUS|S|L0889259|PF|S1093076|Y|A13504747||M0023171|D015059|MSHRUS|SY|D015059|1-SARKOZIN-8-IZOLEITSIN-ANGIOTENZIN II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|RUS|S|L1507001|PF|S1802910|Y|A13523536||M0023171|D015059|MSHRUS|SY|D015059|1-SAR-8-ILE-ANGIOTENZIN II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|RUS|S|L1507001|PF|S1802910|Y|A13523536||M0023171|D015059|MSHRUS|SY|D015059|1-SAR-8-ILE-ANGIOTENZIN II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|RUS|S|L3334711|PF|S3862236|Y|A8009387||M0023171|D015059|MSHRUS|SY|D015059|1-САР-8-ИЛЕ-АНГИОТЕНЗИН II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|RUS|S|L3334711|PF|S3862236|Y|A8009387||M0023171|D015059|MSHRUS|SY|D015059|1-САР-8-ИЛЕ-АНГИОТЕНЗИН II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|SPA|P|L3378930|PF|S3906455|Y|A9176275||M0023171|D015059|MSHSPA|MH|D015059|1-Sarcosina-8-Isoleucina Angiotensina II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|SPA|P|L3378930|PF|S3906455|Y|A9176275||M0023171|D015059|MSHSPA|MH|D015059|1-Sarcosina-8-Isoleucina Angiotensina II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|SPA|S|L3378928|PF|S3906453|Y|A27629547||M0023171|D015059|MSHSPA|ET|D015059|1-Sar-8-Ile-Angiotensina II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|SPA|S|L3378928|PF|S3906453|Y|A27629547||M0023171|D015059|MSHSPA|ET|D015059|1-Sar-8-Ile-Angiotensina II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000107|SWE|P|L3419060|PF|S3946569|Y|A11760889||M0023171|D015059|MSHSWE|MH|D015059|1-sarkosin-8-isoleucin angiotensin II|3|N|||||||Q70560432|D015059|||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000107|SWE|P|L3419060|PF|S3946569|Y|A11760889||M0023171|D015059|MSHSWE|MH|D015059|1-sarkosin-8-isoleucin angiotensin II|3|N|||||||Q70560432|D015059|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000119|CZE|P|L6754305|PF|S7862082|Y|A13048707||M0023175|D015062|MSHCZE|MH|D015062|11-hydroxykortikosteroidy|3|N|||||||Q76643335|D015062|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000119|CZE|P|L6754305|PF|S7862082|Y|A13048707||M0023175|D015062|MSHCZE|MH|D015062|11-hydroxykortikosteroidy|3|N|||||||Q76643335|D015062|||||||||T125|Hormone|CHEM|Chemicals & Drugs
C0000119|ENG|P|L0000119|PF|S0007694|Y|A0016627||M0023175|D015062|MSH|MH|D015062|11-Hydroxycorticosteroids|0|N|256||||||Q76643335|D015062|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000119|ENG|P|L0000119|PF|S0007694|Y|A0016627||M0023175|D015062|MSH|MH|D015062|11-Hydroxycorticosteroids|0|N|256||||||Q76643335|D015062|||||||||T125|Hormone|CHEM|Chemicals & Drugs
C0000119|ENG|P|L0000119|VO|S0007681|Y|A0016612||M0023175|D015062|MSH|PM|D015062|11 Hydroxycorticosteroids|0|N|||||||Q76643335|D015062|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000119|ENG|P|L0000119|VO|S0007681|Y|A0016612||M0023175|D015062|MSH|PM|D015062|11 Hydroxycorticosteroids|0|N|||||||Q76643335|D015062|||||||||T125|Hormone|CHEM|Chemicals & Drugs
C0000119|FIN|P|L1507022|PF|S1802931|Y|A13418173||M0023175|D015062|MSHFIN|MH|D015062|11-hydroksikortikosteroidit|3|N|||||||Q76643335|D015062|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000119|FIN|P|L1507022|PF|S1802931|Y|A13418173||M0023175|D015062|MSHFIN|MH|D015062|11-hydroksikortikosteroidit|3|N|||||||Q76643335|D015062|||||||||T125|Hormone|CHEM|Chemicals & Drugs
